Address,Price,Beds,Baths,Sizes
"16709 NW Waterford Way, Portland, OR 97229","$724,900 ",4,3,"2,363sqft"
"1150 NW Quimby St Unit 1306, Portland, OR 97209","$1,149,000 ",2,3,"1,612sqft"
"1033 SW Gibbs St Unit 203, Portland, OR 97239","$339,900 ",2,2,905sqft
"937 NW Glisan St Unit 433, Portland, OR 97209","$525,000 ",2,2,"1,074sqft"
"1715 SE 148th Ave, Portland, OR 97233","$429,900 ",4,2,"1,634sqft"
"4331 SW Washouga Ave, Portland, OR 97239","$1,199,000 ",4,4,"3,210sqft"
"6031 SE Woodstock Blvd, Portland, OR 97206","$499,900 ",4,2,"1,454sqft"
"5698 NW 172nd Ter, Portland, OR 97229","$625,000 ",3,2,"1,664sqft"
"7417 NW Catapla St, Portland, OR 97229","$1,026,705 ",5,4,"3,358sqft"
"1325 S Palatine Hill Rd, Portland, OR 97219","$999,900 ",4,3,"3,675sqft"
"4125 NE 15th Ave, Portland, OR 97211","$565,000 ",2,1,"1,741sqft"
"3023 SE Division St Unit 3, Portland, OR 97202","$524,950 ",2,3,"1,392sqft"
"1374 N Simpson St Unit 3, Portland, OR 97217","$425,000 ",2,3,"1,124sqft"
"9430 NW Kaiser Rd, Portland, OR 97231","$5,750,000 ",4,6,"8,417sqft"
"7541 SW View Point Ter, Portland, OR 97219","$649,900 ",3,3,"2,136sqft"
"16248 SE Taylor St, Portland, OR 97233","$335,000 ",3,1,"1,296sqft"
"839 SW Regency Pl, Portland, OR 97225","$875,000 ",3,3,"3,806sqft"
"1815 SE Alder St, Portland, OR 97214","$599,000 ",3,2,"2,706sqft"
"4884 NW Promenade Ter Unit 104, Portland, OR 97229","$510,000 ",2,2,"1,625sqft"
"3820 SW Dakota St, Portland, OR 97221","$599,000 ",4,2,"2,002sqft"
"3939 N Marine Dr Slip 4, Portland, OR 97217","$515,000 ",3,3,"2,078sqft"
"2535 N Halleck St, Portland, OR 97217","$499,900 ",4,2,"2,298sqft"
"4305 SE 65th Ave, Portland, OR 97206","$399,000 ",3,1,980sqft
"9004 SE 41st Ave, Portland, OR 97222","$525,000 ",3,2,"1,396sqft"
"7975 SE 19th Ave, Portland, OR 97202","$575,000 ",3,2,"1,040sqft"
"3641 SE Crystal Springs Blvd, Portland, OR 97202","$670,000 ",4,4,"2,432sqft"
"440 SE 62nd Ave, Portland, OR 97215","$899,000 ",4,2,"3,454sqft"
"5022 SE 97th Ave, Portland, OR 97266","$424,900 ",3,2,"1,049sqft"
"6510 SW Capitol Hwy, Portland, OR 97239","$595,000 ",2,2,"1,872sqft"
"55 NE Bridgeton Rd Slip 11, Portland, OR 97211","$379,000 ",2,2,"1,282sqft"
"1916 SE Harold St, Portland, OR 97202","$1,095,000 ",4,3,"3,620sqft"
"1300 NE 155th Ave, Portland, OR 97230","$385,000 ",3,2,"1,190sqft"
"5327 SE Holgate Blvd, Portland, OR 97206","$549,000 ",3,3,"1,715sqft"
"3165 NW Bauer Woods Dr, Portland, OR 97229","$1,495,888 ",4,3,"4,316sqft"
"16000 SE Powell Blvd Unit 46, Portland, OR 97236","$99,500 ",2,2,"1,344sqft"
"10131 N Lombard St, Portland, OR 97203","$679,000 ",4,2,"2,342sqft"
"5232 N Williams Ave, Portland, OR 97217","$499,900 ",2,3,"1,446sqft"
"5714 SE 88th Ave, Portland, OR 97266","$650,000 ",3,1,"1,708sqft"
"12819 SE Sherman St, Portland, OR 97233","$549,900 ",5,3,"2,234sqft"
"2832 NE Fremont Dr, Portland, OR 97220","$359,000 ",2,1,984sqft
"13946 SE Lincoln St, Portland, OR 97233","$498,000 ",3,3,"1,623sqft"
"17809 NE Marine Dr Slip D1, Portland, OR 97230","$699,000 ",2,3,"2,142sqft"
"3828 N Haight Ave Unit A, Portland, OR 97227","$839,000 ",3,3,"3,287sqft"
"6136 SE Lexington St, Portland, OR 97206","$385,000 ",2,1,868sqft
"15764 NW Gooderham St Unit L38, Portland, OR 97229","$1,194,995 ",5,3,"3,249sqft"
"2627 NW Sussex Ave, Portland, OR 97210","$499,900 ",3,3,"1,992sqft"
"205 N Bridgeton Rd Slip 09W, Portland, OR 97217","$399,000 ",3,2,"2,033sqft"
"6014 SW 18th Dr, Portland, OR 97239","$1,185,000 ",3,4,"2,921sqft"
"3969 NE 6th Ave, Portland, OR 97212","$599,000 ",3,2,"1,512sqft"
"2833 NE 132nd Ave, Portland, OR 97230","$499,000 ",5,3,"2,850sqft"
"4721 SW Dosch Park Ln, Portland, OR 97239","$1,090,000 ",4,3,"2,906sqft"
"111 NE Lombard St, Portland, OR 97211","$339,900 ",2,1,900sqft
"1205 SW Fairfax Pl, Portland, OR 97225","$4,298,000 ",5,7,"6,861sqft"
"8308 SE Kelly St, Portland, OR 97266","$399,000 ",3,1,"1,392sqft"
"5723 N Vancouver Ave, Portland, OR 97217","$1,029,000 ",5,4,"3,265sqft"
"1075 NW Northrup St Unit 1817, Portland, OR 97209","$1,155,000 ",2,2,"1,369sqft"
"575 NW Lamonde Ter, Portland, OR 97229","$749,000 ",3,3,"1,991sqft"
"1500 SW 5th Ave Unit 2006, Portland, OR 97201","$425,000 ",2,2,"1,319sqft"
"859 SW Broadway Dr Apt 44, Portland, OR 97201","$295,000 ",2,2,928sqft
"1075 NW Northrup St Unit 1912, Portland, OR 97209","$1,250,000 ",2,2,"1,368sqft"
"2530 SE 26th Ave Apt 307, Portland, OR 97202","$565,000 ",2,2,"1,121sqft"
"14309 SE Foster Rd, Portland, OR 97236","$649,900 ",3,1,"1,855sqft"
"9101 N Buchanan Ave, Portland, OR 97203","$299,000 ",2,1,"1,752sqft"
"5219 SE 42nd Ave, Portland, OR 97206","$380,000 ",2,1,"1,471sqft"
"6536 SE 91st Ave, Portland, OR 97266","$395,000 ",2,2,"1,068sqft"
"4651 NE 97th Ave, Portland, OR 97220","$399,900 ",3,3,"1,547sqft"
"2424 SW Montgomery Dr, Portland, OR 97201","$4,985,000 ",7,8,"14,335sqft"
"2705 SE 111th Ave, Portland, OR 97266","$395,990 ",3,2,"1,450sqft"
"1335 NW Mayfield Rd, Portland, OR 97229","$975,000 ",4,3,"2,947sqft"
"9623 N Haven Ave, Portland, OR 97203","$422,900 ",3,2,"1,488sqft"
"4805 SE Taylor St, Portland, OR 97215","$690,000 ",3,3,"3,110sqft"
"16552 NE Pacific Ter, Portland, OR 97230","$559,000 ",4,3,"2,440sqft"
"7918 SE Lincoln St, Portland, OR 97215","$549,900 ",4,2,"1,667sqft"
"8214 SW Brookridge St, Portland, OR 97225","$1,100,000 ",4,3,"3,027sqft"
"5709 SE Boise St, Portland, OR 97206","$375,000 ",2,1,809sqft
"9912 NW Wind Ridge Dr, Portland, OR 97229","$7,778,500 ",4,9,"11,363sqft"
"600 NW 107th Ave, Portland, OR 97229","$635,000 ",3,2,"1,080sqft"
"15421 SE Flavel St, Portland, OR 97236","$636,900 ",3,3,"2,762sqft"
"2423 NW Northrup St, Portland, OR 97210","$1,839,000 ",5,4,"4,577sqft"
"6005 S Hood Ave, Portland, OR 97239","$499,000 ",2,3,"1,555sqft"
"1322 SE Madison St, Portland, OR 97214","$744,950 ",3,3,"3,478sqft"
"15749 NW Ridgeline St Unit L54, Portland, OR 97229","$1,324,995 ",6,5,"4,425sqft"
"2618 SE 164th Ave, Portland, OR 97236","$339,900 ",2,1,841sqft
"5324 NE 72nd Ave, Portland, OR 97218","$245,000 ",4,1,"1,292sqft"
"5623 N Gay Ave, Portland, OR 97217","$799,900 ",4,4,"2,557sqft"
"310 NW 83rd Pl, Portland, OR 97229","$1,129,900 ",4,4,"3,662sqft"
"330 NW Uptown Ter Apt 1B, Portland, OR 97210","$475,000 ",2,2,"1,028sqft"
"10344 NE Thompson St, Portland, OR 97220","$589,000 ",3,3,"3,008sqft"
"111 SW Harrison St Apt 22B, Portland, OR 97201","$675,000 ",3,2,"1,691sqft"
"1218 NE Faloma Rd, Portland, OR 97211","$559,000 ",4,3,"2,442sqft"
"18989 NE Marine Dr Unit E71, Portland, OR 97230","$329,900 ",3,3,"1,200sqft"
"4315 N Borthwick Ave, Portland, OR 97217","$690,000 ",3,4,"2,083sqft"
"12402 SE Steele St, Portland, OR 97236","$499,000 ",3,1,"1,056sqft"
"2406 NW Overton St Apt 3, Portland, OR 97210","$399,000 ",2,1,860sqft
"7092 NW Abigail Ter, Portland, OR 97229","$625,000 ",4,3,"1,868sqft"
"5615 SW Jefferson St, Portland, OR 97221","$799,000 ",4,3,"3,686sqft"
"8814 SE Rural St, Portland, OR 97266","$375,000 ",3,1,"1,120sqft"
"14501 NE Broadway, Portland, OR 97230","$489,000 ",4,3,"2,800sqft"
"14750 SE Powell Blvd, Portland, OR 97236","$310,000 ",3,1,"1,182sqft"
"1150 NW Quimby St Unit 1812, Portland, OR 97209","$892,500 ",2,3,"1,488sqft"
"1323 NW Abernethy Rd, Portland, OR 97229","$1,662,500 ",5,4,"4,954sqft"
"1133 NW 11th Ave Apt 217, Portland, OR 97209","$649,900 ",2,2,"1,393sqft"
"1818 NE 156th Ave, Portland, OR 97230","$474,900 ",3,3,"1,168sqft"
"3908 NE 102nd Ave, Portland, OR 97220","$545,000 ",4,3,"3,227sqft"
"4135 SE 25th Ave, Portland, OR 97202","$449,900 ",4,2,"1,768sqft"
"2405 NE Morgan St, Portland, OR 97211","$599,900 ",4,3,"2,624sqft"
"922 NW 11th Ave Apt 809, Portland, OR 97209","$1,099,000 ",2,3,"1,935sqft"
"2351 NW Westover Rd Unit 804, Portland, OR 97210","$1,297,000 ",2,3,"2,095sqft"
"7417 SE Sherrett St, Portland, OR 97206","$419,900 ",3,2,"1,200sqft"
"4614 N Commercial Ave, Portland, OR 97217","$599,500 ",5,2,"2,918sqft"
"8717 NE Webster St, Portland, OR 97220","$550,000 ",7,3,"2,300sqft"
"7341 SE 155th Ave, Portland, OR 97236","$749,900 ",4,3,"2,177sqft"
"3934 SE 136th Ave, Portland, OR 97236","$443,800 ",3,3,"1,574sqft"
"1125 NW 9th Ave Apt 421, Portland, OR 97209","$469,000 ",2,2,"1,189sqft"
"224 NE 57th Ave, Portland, OR 97213","$599,900 ",3,2,"1,804sqft"
"7624 SW Taylors Ferry Rd, Portland, OR 97223","$449,900 ",3,2,"1,040sqft"
"15111 SE Lincoln St, Portland, OR 97233","$399,900 ",3,1,912sqft
"18 SE 44th Ave, Portland, OR 97215","$750,000 ",4,3,"2,688sqft"
"9133 N Central St, Portland, OR 97203","$350,000 ",2,1,"1,032sqft"
"9335 N Fairhaven Ave, Portland, OR 97203","$299,900 ",2,1,720sqft
"11411 NW Brooks Rd, Portland, OR 97231","$1,175,000 ",7,6,"5,281sqft"
"3512 SE 141st Ave, Portland, OR 97236","$489,000 ",4,3,"2,500sqft"
"15852 NW Gooderham St Unit L43, Portland, OR 97229","$1,197,995 ",5,4,"3,249sqft"
"11432 SE Long St, Portland, OR 97266","$250,000 ",3,1,924sqft
"12000 NE Morris St, Portland, OR 97220","$464,900 ",3,2,"2,265sqft"
"14815 NE Jewell St, Portland, OR 97230","$550,000 ",3,2,"2,097sqft"
"2159 NE Weidler St, Portland, OR 97232","$250,000 ",2,1,798sqft
"21186 NW Galice Ln, Portland, OR 97229","$699,900 ",4,3,"2,429sqft"
"7300 SE 69th Ave Unit A, Portland, OR 97206","$624,900 ",4,3,"2,108sqft"
"770 SW Canby St, Portland, OR 97219","$475,000 ",3,2,"1,700sqft"
"3223 N Kerby Ave, Portland, OR 97227","$350,000 ",3,2,"1,060sqft"
"3939 N Marine Dr Slip 13, Portland, OR 97217","$514,900 ",4,3,"1,735sqft"
"12470 N South Shore Ave, Portland, OR 97217","$99,999 ",2,2,"1,456sqft"
"144 SE 83rd Ave, Portland, OR 97216","$449,500 ",3,1,"1,269sqft"
"14137 SE Center St, Portland, OR 97236","$514,900 ",3,3,"1,759sqft"
"13727 NE Couch St, Portland, OR 97230","$479,000 ",4,3,"1,928sqft"
"5731 SE 134th Pl, Portland, OR 97236","$529,900 ",4,3,"1,824sqft"
"5415 SE 51st Ave, Portland, OR 97206","$619,900 ",3,3,"1,661sqft"
"5938 NE 57th Ave, Portland, OR 97218","$505,000 ",3,2,"1,097sqft"
"6716 NW Lolo Ter, Portland, OR 97229","$959,950 ",6,4,"3,056sqft"
"1500 SW Skyline Blvd Apt 21, Portland, OR 97221","$255,000 ",2,2,"1,150sqft"
"4511 SE Main St, Portland, OR 97215","$1,500,000 ",8,3,"12,104sqft"
"3507 NE Wasco St, Portland, OR 97232","$645,000 ",4,3,"3,406sqft"
"6640 SW Terri Ct Apt 4, Portland, OR 97225","$265,000 ",2,2,952sqft
"5233 N Emerson Dr, Portland, OR 97217","$350,000 ",3,3,"1,600sqft"
"3023 NE 7th Ave, Portland, OR 97212","$625,000 ",3,3,"1,745sqft"
"9233 NW McKenna Dr, Portland, OR 97229","$1,050,000 ",4,4,"3,933sqft"
"1407 SE 143rd Pl, Portland, OR 97233","$424,950 ",3,2,"1,320sqft"
"540 N Hayden Bay Dr, Portland, OR 97217","$500,000 ",3,2,"1,816sqft"
"3636 SE Steele St, Portland, OR 97202","$599,000 ",2,1,"1,628sqft"
"2726 NE Wasco St, Portland, OR 97232","$495,000 ",3,1,"3,026sqft"
"13702 NE Couch St, Portland, OR 97230","$459,900 ",4,3,"1,820sqft"
"105 SE 143rd Ave, Portland, OR 97233","$399,900 ",3,1,"1,264sqft"
"1075 NW Northrup St Unit 2512, Portland, OR 97209","$1,250,000 ",2,2,"1,368sqft"
"6032 SE 47th Ave, Portland, OR 97206","$499,950 ",2,1,"1,017sqft"
"9508 NE Wygant St, Portland, OR 97220","$515,000 ",4,2,"3,045sqft"
"7707 N McKenna Ave, Portland, OR 97203","$649,000 ",4,3,"2,790sqft"
"2620 N Terry St, Portland, OR 97217","$429,900 ",2,1,"1,430sqft"
"11221 SE Ogden St, Portland, OR 97266","$597,000 ",4,3,"3,880sqft"
"15610 SE Bush St, Portland, OR 97236","$439,900 ",3,2,"1,300sqft"
"2149 NE Weidler St, Portland, OR 97232","$199,000 ",2,1,798sqft
"9722 N Hudson St, Portland, OR 97203","$535,000 ",3,3,"1,479sqft"
"3456 SE 7th Ave, Portland, OR 97202","$499,000 ",4,2,"1,819sqft"
"2818 SE 118th Ave, Portland, OR 97266","$435,000 ",3,3,"1,528sqft"
"7026 SE 69th Ave, Portland, OR 97206","$390,000 ",3,1,"1,032sqft"
"655 NW 118th Ave Unit 104, Portland, OR 97229","$409,900 ",2,2,"1,196sqft"
"17315 NW Anita St, Portland, OR 97229","$974,944 ",4,3,"2,588sqft"
"7295 NW Imogene Ter, Portland, OR 97229","$1,269,427 ",6,4,"4,250sqft"
"2835 SE 78th Ave, Portland, OR 97206","$579,900 ",3,2,"2,326sqft"
"4620 SW Pasadena St, Portland, OR 97219","$415,000 ",3,2,"1,041sqft"
"2809 NW Thurman St Unit 3, Portland, OR 97210","$1,150,000 ",2,3,"1,991sqft"
"2813 NW Thurman St Unit 1, Portland, OR 97210","$1,150,000 ",2,3,"1,783sqft"
"4655 SE 46th Ave, Portland, OR 97206","$399,900 ",3,2,"1,440sqft"
"5905 N Kerby Ave, Portland, OR 97217","$579,900 ",4,2,"2,604sqft"
"5815 SE Holgate Blvd, Portland, OR 97206","$649,000 ",4,2,"2,084sqft"
"14324 SE Nehalem Ct, Portland, OR 97236","$755,000 ",5,3,"3,279sqft"
"4210 SW Pomona St, Portland, OR 97219","$475,000 ",2,1,"1,815sqft"
"2525 N Lombard St, Portland, OR 97217","$335,350 ",2,1,"1,913sqft"
"3217 SE 51st Ave, Portland, OR 97206","$499,000 ",3,2,"1,008sqft"
"2670 SW Tichner Dr, Portland, OR 97205","$2,275,000 ",4,4,"5,388sqft"
"4160 NW 190th Ave, Portland, OR 97229","$499,950 ",3,2,"1,480sqft"
"51 NE Graham St, Portland, OR 97212","$525,000 ",3,2,"2,466sqft"
"2702 SE 58th Ave, Portland, OR 97206","$535,000 ",3,1,"2,066sqft"
"11289 SW Capitol Hwy, Portland, OR 97219","$499,900 ",3,2,"2,226sqft"
"3624 SE 119th Ave, Portland, OR 97266","$425,000 ",3,2,"1,240sqft"
"16953 NE Davis St, Portland, OR 97230","$455,900 ",3,3,"1,850sqft"
"4455 SE 56th Ave, Portland, OR 97206","$530,000 ",3,2,"1,812sqft"
"5276 N Bowdoin St, Portland, OR 97203","$495,000 ",3,2,"1,382sqft"
"925 SE 68th Ave, Portland, OR 97215","$1,150,000 ",7,4,"3,241sqft"
"8523 N Newman Ave, Portland, OR 97203","$299,000 ",2,1,"2,370sqft"
"6141 NE 16th Ave, Portland, OR 97211","$650,000 ",3,2,"1,215sqft"
"16707 SE Morrison St, Portland, OR 97233","$430,000 ",3,2,"2,296sqft"
"2443 SE Ivon St, Portland, OR 97202","$1,255,000 ",5,3,"4,892sqft"
"610 NE Webster St, Portland, OR 97211","$469,000 ",2,1,"1,607sqft"
"6521 SE 71st Ave, Portland, OR 97206","$350,000 ",2,2,"1,104sqft"
"4833 NE 11th Ave, Portland, OR 97211","$879,000 ",6,4,"2,943sqft"
"2529 SW Spring Garden St Apt 4, Portland, OR 97219","$250,000 ",2,2,910sqft
"710 NW 13th Ave Ph 2, Portland, OR 97209","$2,180,000 ",3,3,"2,964sqft"
"7109 N Sedro St, Portland, OR 97203","$399,999 ",3,1,960sqft
"11109 SW 66th Ave, Portland, OR 97223","$585,000 ",4,3,"1,770sqft"
"3537 NE 67th Ave, Portland, OR 97213","$400,000 ",2,1,"1,565sqft"
"1130 NW 12th Ave Apt 102, Portland, OR 97209","$895,000 ",2,1,"1,710sqft"
"2817 NW Thurman St Unit 2, Portland, OR 97210","$1,350,000 ",3,3,"2,554sqft"
"5415 SE Schiller St, Portland, OR 97206","$499,900 ",3,2,"3,054sqft"
"9742 NW Skyline Heights Dr, Portland, OR 97229","$1,675,000 ",4,4,"5,721sqft"
"3631 SW Ericwood Ln, Portland, OR 97221","$925,000 ",4,3,"2,576sqft"
"9750 NW Rosaria Ave, Portland, OR 97231","$799,900 ",4,3,"3,149sqft"
"8856 SW Brightfield Cir, Portland, OR 97223","$299,900 ",2,2,"1,072sqft"
"4917 NE Crystal Ln, Portland, OR 97218","$649,000 ",6,4,"3,362sqft"
"1255 NW 9th Ave Apt 411, Portland, OR 97209","$1,299,000 ",2,2,"2,029sqft"
"9108 N Chautauqua Blvd, Portland, OR 97217","$552,000 ",3,2,"2,400sqft"
"911 NE 114th Ave, Portland, OR 97220","$487,500 ",2,2,"1,000sqft"
"2545 NW Westover Rd, Portland, OR 97210","$3,250,000 ",7,8,"7,718sqft"
"1034 SW Myrtle Dr, Portland, OR 97201","$2,895,000 ",4,5,"4,221sqft"
"6601 SW Parkhill Dr, Portland, OR 97239","$643,000 ",3,3,"1,716sqft"
"1604 SE Claybourne St, Portland, OR 97202","$644,900 ",3,3,"1,425sqft"
"324 SE Spokane St Unit 2, Portland, OR 97202","$1,495,000 ",2,3,"3,622sqft"
"10931 NE Everett St, Portland, OR 97220","$499,900 ",4,2,"2,692sqft"
"4453 SW Melville Ave, Portland, OR 97239","$1,695,000 ",5,5,"4,072sqft"
"6502 SW Vermont St, Portland, OR 97223","$549,900 ",3,2,"1,983sqft"
"3660 SE Rex St, Portland, OR 97202","$674,500 ",3,1,"2,234sqft"
"3117 NE 33rd Ave, Portland, OR 97212","$442,900 ",2,1,"1,620sqft"
"17350 NW Twinberry Ln, Portland, OR 97229","$969,884 ",4,3,"2,678sqft"
"7370 NW Imogene Ter, Portland, OR 97229","$959,662 ",4,3,"2,847sqft"
"841 S Gaines St Unit 1308, Portland, OR 97239","$1,799,000 ",2,3,"2,233sqft"
"2335 N Marine Dr Slip 14, Portland, OR 97217","$325,000 ",2,2,"1,349sqft"
"12011 SW Sylvania Ct, Portland, OR 97219","$899,900 ",5,4,"3,809sqft"
"7927 N Hurst Ave, Portland, OR 97203","$499,900 ",3,1,"1,609sqft"
"8704 N Woolsey Ave, Portland, OR 97203","$410,000 ",3,1,956sqft
"243 NE 143rd Ave, Portland, OR 97230","$449,900 ",3,3,"1,810sqft"
"3647 SE 160th Ave, Portland, OR 97236","$325,000 ",3,2,"1,611sqft"
"3426 NE 48th Ave, Portland, OR 97213","$599,000 ",3,2,"2,064sqft"
"8636 SE Washington St, Portland, OR 97216","$359,950 ",3,1,960sqft
"15883 NW Gooderham St Unit L96, Portland, OR 97229","$1,379,995 ",6,5,"4,375sqft"
"1616 S Harbor Way Unit 303, Portland, OR 97201","$474,000 ",2,2,"1,184sqft"
"5142 SE 141st Pl, Portland, OR 97236","$470,000 ",4,3,"1,719sqft"
"3115 SE 20th Ave, Portland, OR 97202","$585,000 ",3,3,"2,436sqft"
"707 N Hayden Island Dr Unit 414, Portland, OR 97217","$629,900 ",3,2,"2,052sqft"
"15027 NE Rose Pkwy, Portland, OR 97230","$319,900 ",2,3,"1,943sqft"
"4110 NE 40th Ave, Portland, OR 97211","$849,900 ",4,2,"2,769sqft"
"16417 NW Chadwick Way Unit 301, Portland, OR 97229","$439,900 ",3,2,"1,342sqft"
"1342 SE Lexington St, Portland, OR 97202","$649,500 ",2,2,"1,344sqft"
"16104 NW Brugger Rd Lot 8, Portland, OR 97229","$829,950 ",4,3,"2,478sqft"
"301 NE South Shore Rd, Portland, OR 97211","$350,000 ",2,1,982sqft
"3260 SW Sherwood Pl, Portland, OR 97201","$1,075,000 ",4,5,"3,292sqft"
"2918 SE 174th Ave, Portland, OR 97236","$429,900 ",3,2,"1,400sqft"
"4218 SW Huber St, Portland, OR 97219","$879,995 ",5,4,"3,400sqft"
"1930 S River Dr Unit 1103, Portland, OR 97201","$1,150,000 ",2,3,"2,156sqft"
"7912 SE Henderson St, Portland, OR 97206","$399,000 ",3,2,"1,584sqft"
"235 NE Stafford St, Portland, OR 97211","$485,000 ",4,2,"2,532sqft"
"14870 NW Sophie Ct, Portland, OR 97229","$700,000 ",4,3,"2,269sqft"
"7474 N Oswego Ave, Portland, OR 97203","$359,900 ",2,2,898sqft
"7480 N Oswego Ave, Portland, OR 97203","$329,900 ",2,2,874sqft
"1530 NE Rosa Parks Way, Portland, OR 97211","$509,000 ",3,2,"1,218sqft"
"3707 SE 60th Ave, Portland, OR 97206","$535,000 ",4,2,"2,294sqft"
"3228 SE 157th Ave, Portland, OR 97236","$390,000 ",4,3,"1,440sqft"
"9023 NE Halsey St, Portland, OR 97220","$375,000 ",2,2,"1,496sqft"
"4856 SW Garden Home Rd, Portland, OR 97219","$575,000 ",3,3,"2,027sqft"
"825 NE 94th Ave, Portland, OR 97220","$350,000 ",4,1,"2,100sqft"
"3216 NE Lombard St, Portland, OR 97211","$510,000 ",5,3,"2,252sqft"
"1420 NW 20th Ave Apt 503, Portland, OR 97209","$739,900 ",2,3,"1,548sqft"
"15500 NW Ferry Rd Unit 17A, Portland, OR 97231","$675,000 ",3,3,"2,080sqft"
"5036 NE Holman St, Portland, OR 97218","$550,000 ",5,4,"2,664sqft"
"6406 NE Hassalo St, Portland, OR 97213","$359,900 ",2,1,"1,076sqft"
"1137 SW Davenport St, Portland, OR 97201","$2,775,000 ",4,4,"4,972sqft"
"11781 NE Glisan St, Portland, OR 97220","$650,000 ",3,2,"2,714sqft"
"1220 NE 17th Ave Apt 6B, Portland, OR 97232","$349,000 ",2,1,994sqft
"7230 S Virginia Ave, Portland, OR 97219","$735,000 ",4,2,"2,329sqft"
"7619 SE Insley St, Portland, OR 97206","$375,000 ",5,2,"2,400sqft"
"14310 SE Steele St, Portland, OR 97236","$1,950,000 ",8,5,"6,479sqft"
"1844 SE 181st Ave, Portland, OR 97233","$379,500 ",3,1,"1,404sqft"
"1101 SE Sherman St, Portland, OR 97214","$2,900,000 ",20,10,"5,416sqft"
"2643 NE 43rd Ave, Portland, OR 97213","$699,000 ",4,2,"2,720sqft"
"3930 NE 20th Ave, Portland, OR 97212","$1,335,000 ",5,3,"3,252sqft"
"5425 SE 46th Ave, Portland, OR 97206","$450,000 ",3,1,"1,864sqft"
"1260 NW Naito Pkwy Unit 705, Portland, OR 97209","$549,000 ",2,2,"1,567sqft"
"3927 NE 7th Ave, Portland, OR 97212","$625,000 ",3,2,"2,442sqft"
"2055 N Middle Shore St, Portland, OR 97217","$142,500 ",3,2,"1,404sqft"
"300 SE 148th St, Portland, OR 97233","$6,000,000 ",60,30,"23,664sqft"
"1550 SW Mitchell St, Portland, OR 97239","$1,175,000 ",3,4,"3,735sqft"
"1614 SW Hume Ct, Portland, OR 97219","$550,000 ",4,3,"2,145sqft"
"11615 SW 47th Ave, Portland, OR 97219","$525,000 ",5,2,"2,272sqft"
"12963 NW Oconnor Dr, Portland, OR 97229","$925,000 ",4,3,"3,338sqft"
"5720 SE 71st Ave, Portland, OR 97206","$459,000 ",3,2,"2,263sqft"
"6716 N Richmond Ave, Portland, OR 97203","$325,000 ",2,2,"1,153sqft"
"18989 NE Marine Dr Unit D57, Portland, OR 97230","$319,900 ",2,1,"1,000sqft"
"2850 NW Westover Rd, Portland, OR 97210","$1,399,000 ",5,4,"4,417sqft"
"3020 NE 162nd Ave, Portland, OR 97230","$589,000 ",4,3,"3,351sqft"
"3836 SE 105th Ave, Portland, OR 97266","$359,000 ",3,1,"1,017sqft"
"9711 SW 54th Ave, Portland, OR 97219","$949,900 ",4,3,"2,953sqft"
"9705 SW 54th Ave, Portland, OR 97219","$949,900 ",4,3,"3,037sqft"
"3815 SE Tenino St, Portland, OR 97202","$849,900 ",4,4,"2,532sqft"
"1150 NW Quimby St Unit 1802, Portland, OR 97209","$1,442,700 ",2,3,"1,603sqft"
"4 NE 72nd Ave, Portland, OR 97213","$330,000 ",2,1,840sqft
"5015 NE Buffalo St, Portland, OR 97218","$1,195,000 ",3,3,"1,750sqft"
"3121 SE 134th Ave, Portland, OR 97236","$449,000 ",3,3,"2,070sqft"
"4215 NE Shaver Ct, Portland, OR 97213","$1,475,000 ",7,5,"3,908sqft"
"1414 SW 3rd Ave Apt 3001, Portland, OR 97201","$2,799,000 ",3,4,"3,814sqft"
"9242 NW Murdock St, Portland, OR 97229","$1,299,900 ",4,3,"4,096sqft"
"11863 NW Thelin Ln, Portland, OR 97229","$1,275,000 ",5,5,"3,660sqft"
"202 SE 8th Ave, Portland, OR 97214","$465,000 ",3,2,"2,043sqft"
"18525 NE Marine Dr Slip E3, Portland, OR 97230","$639,000 ",3,3,"2,393sqft"
"3816 NE 150th Ave, Portland, OR 97230","$449,947 ",3,2,"1,501sqft"
"1310 NW 128th Ave, Portland, OR 97229","$900,000 ",4,3,"2,065sqft"
"3324 SW Fairmount Blvd, Portland, OR 97239","$1,199,000 ",4,4,"4,901sqft"
"4710 SE Long St, Portland, OR 97206","$525,000 ",4,2,"2,771sqft"
"7873 NW Lauren Ave, Portland, OR 97229","$934,990 ",5,3,"2,536sqft"
"1426 SE 120th Ave, Portland, OR 97216","$500,000 ",5,2,"2,016sqft"
"6132 NE Milton St, Portland, OR 97213","$549,900 ",3,3,"1,520sqft"
"11503 SE Hawthorne St, Portland, OR 97216","$396,000 ",3,1,"1,308sqft"
"829 NE 188th Ave, Portland, OR 97230","$396,000 ",3,2,"1,140sqft"
"3036 NE 43rd Ave, Portland, OR 97213","$783,000 ",3,2,"1,983sqft"
"410 NW 18th Ave Apt 201, Portland, OR 97209","$580,000 ",3,2,"1,453sqft"
"937 NW Glisan St Unit 835, Portland, OR 97209","$544,900 ",2,2,"1,101sqft"
"8135 SE Ogden St, Portland, OR 97206","$649,000 ",5,2,"2,121sqft"
"1015 SE Market St, Portland, OR 97214","$498,000 ",3,1,"1,764sqft"
"2907 NE 57th Ave, Portland, OR 97213","$595,000 ",4,3,"2,745sqft"
"12814 SE Mill Ct, Portland, OR 97233","$470,000 ",3,2,"1,796sqft"
